timestamp,soh
1742899219,99.85875028206942
1742985619,100.1134900731431
1743072019,99.95872851341382
1743158419,100.07311152822913
1743244819,99.90220089114582
1743331219,99.92354185277044
1743417619,99.84363328210006
1743504019,99.88621649798307
1743590419,99.82820967558986
1743676819,99.85411603356872
1743763219,100.00886679719478
1743849619,99.83168308247338
1743936019,99.59554329591177
1744022419,99.67999994229996
1744108819,99.77637969363525
1744195219,99.64569178030807
1744281619,99.90420145215583
1744368019,99.70613010286739
1744454419,99.80472252889466
1744540819,99.6264159162016
1744627219,99.76086066081317
1744713619,99.67364404028025
1744800019,99.63912100720309
1744886419,99.7538793232512
1744972819,99.64916588604788
1745059219,99.56799549603612
1745145619,99.50227211657965
1745232019,99.52653691749497
1745318419,99.49690146953068
1745404819,99.42135528742939
1745491219,99.45716944769919
1745577619,99.3802456682043
1745664019,99.50920467861239
1745750419,99.10266529376246
1745836819,99.43464601865415
1745923219,99.30403759682973
1746009619,99.4506403717885
1746096019,99.39224484608441
1746182419,99.37838636759633
1746268819,99.41722654010105
1746355219,99.3631425705592
1746441619,99.26001418365826
1746528019,99.24462904398297
1746614419,99.37950535849953
1746700819,99.37561566481695
1746787219,99.17821921240238
1746873619,99.1892996088203
1746960019,99.11292693101532
1747046419,99.14691185267746
1747132819,99.30722379890025
1747219219,99.25199983954248
1747305619,99.1610205276543
1747392019,99.15308076600532
1747478419,99.17451904894942
1747564819,99.0277416044049
1747651219,99.20422399358311
1747737619,98.94050225112247
1747824019,99.18107397868661
1747910419,98.94597234994545
1747996819,98.94326218198654
1748083219,98.9087026356085
1748169619,99.02033145655064
1748256019,98.95768718523908
1748342419,98.97486970330323
1748428819,98.83014807403349
1748515219,98.93221639135787
1748601619,99.03611690112109
1748688019,98.98493298875097
1748774419,98.79180331895394
1748860819,98.83198342096567
1748947219,98.8796303732186
1749033619,98.6849532956556
1749120019,98.9067847129245
1749206419,98.67697435102353
1749292819,98.82234064607593
1749379219,98.85459527309848
1749465619,98.71994595479327
1749552019,98.68301635104135
1749638419,98.63996924969432
1749724819,98.8133535432756
1749811219,98.70451757905164
1749897619,98.6817440663509
1749984019,98.51810158312004
1750070419,98.75982123057489
1750156819,98.6873757184143
1750243219,98.68297933443779
1750329619,98.66798938125153
1750416019,98.59053812468379
1750502419,98.4224710671054
1750588819,98.36547378766114
1750675219,98.6587912612061
1750761619,98.3350439722026
1750848019,98.37863254982005
1750934419,98.43351363242405
1751020819,98.53209729829142
1751107219,98.44230557315453
1751193619,98.63349991680712
1751280019,98.48639645461128
1751366419,98.2696007560296
1751452819,98.40931610036657
1751539219,98.25259817078151
1751625619,98.24256702036055
1751712019,98.17361943637904
1751798419,98.2580371242332
1751884819,98.39890315796742
1751971219,98.22206195253
1752057619,98.3979751589109
1752144019,98.25759102334754
1752230419,98.41991870072849
1752316819,98.33794093130282
1752403219,98.13032943591499
1752489619,98.12190070487641
1752576019,98.16231931021547
1752662419,98.12646477343465
1752748819,97.93817225616758
1752835219,97.98073766184345
1752921619,98.03864729011283
1753008019,98.05007314538625
1753094419,98.08296616600167
1753180819,98.10761281906304
1753267219,97.92003179558404
1753353619,97.98565428574607
1753440019,97.83316960964972
1753526419,97.84143790744635
1753612819,97.86775827381979
1753699219,97.90240373407819
1753785619,97.81087121066643
1753872019,97.93872503217214
1753958419,97.90249641199861
1754044819,97.93930934767552
1754131219,97.72403872681951
1754217619,97.71803209826773
1754304019,97.90058870205941
1754390419,97.59945474968407
1754476819,97.72960674715713
1754563219,97.83117633843821
1754649619,97.72066691052156
1754736019,97.50328487222863
1754822419,97.75566689833998
1754908819,97.79443352683124
1754995219,97.5393469878368
1755081619,97.6474997878734
1755168019,97.59556674854437
1755254419,97.76501990783508
1755340819,97.70393540413596
1755427219,97.59799777843018
1755513619,97.6092448685502
1755600019,97.59595889570133
1755686419,97.51587911064202
1755772819,97.34591435757682
1755859219,97.48945304098632
1755945619,97.50715956377593
1756032019,97.44077313216305
1756118419,97.46791625030052
1756204819,97.34455088865505
1756291219,97.25883897804842
1756377619,97.19899699175204
1756464019,97.51259723430317
1756550419,97.6534333322595
1756636819,97.30095758278584
1756723219,97.24697458041764
1756809619,97.26445045019635
1756896019,97.17591706038203
1756982419,97.36000964054429
1757068819,97.19486086465996
1757155219,97.2914582742708
1757241619,97.12944368670146
1757328019,97.3008836890603
1757414419,97.2483204781138
1757500819,97.10707317716411
1757587219,97.15792288195031
1757673619,97.23631798266852
1757760019,97.16174487575732
1757846419,97.1313864000772
1757932819,97.11859744189329
1758019219,97.07576584963174
1758105619,97.18617506431094
1758192019,97.05240513235961
1758278419,96.76649376863637
1758364819,96.92088025748579
